version,ticker,name,asset_type,region,category,active,liquidity_class,source_group
2026.08.11-v1,NESN.SW,Nestle,Aktie,Europa,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,NOVN.SW,Novartis,Aktie,Europa,Gesundheit,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,NOVO-B.CO,Novo Nordisk,Aktie,Europa,Gesundheit,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,OR.PA,LOreal,Aktie,Europa,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,ORSTED.CO,Orsted,Aktie,Europa,Energie,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,PHIA.AS,Philips,Aktie,Europa,Gesundheit,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,PRY.MI,Prysmian,Aktie,Europa,Industrie,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,REL.L,RELX,Aktie,Europa,Medien,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,REP.MC,Repsol,Aktie,Europa,Energie,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,RIO.L,Rio Tinto,Aktie,Europa,Grundstoffe,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,RMS.PA,Hermes,Aktie,Europa,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,ROP.SW,Roche,Aktie,Europa,Gesundheit,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,RR.L,Rolls Royce Holdings,Aktie,Europa,Industrie,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,RWE.DE,RWE,Aktie,Europa,Energie,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,SAF.PA,Safran,Aktie,Europa,Luftfahrt,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,SAN.MC,Banco Santander,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,SAN.PA,Sanofi,Aktie,Europa,Gesundheit,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,SAP.DE,SAP,Aktie,Europa,Software,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,SHEL.L,Shell,Aktie,Europa,Energie,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,SIE.DE,Siemens,Aktie,Europa,Industrie,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,SREN.SW,Swiss Re,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,STLAM.MI,Stellantis,Aktie,Europa,Automobil,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,SU.PA,Schneider Electric,Aktie,Europa,Industrie,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,TTE.PA,TotalEnergies,Aktie,Europa,Energie,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,UBSG.SW,UBS Group,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,UCG.MI,UniCredit,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,ULVR.L,Unilever London,Aktie,Europa,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,UNA.AS,Unilever,Aktie,Europa,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,VOW3.DE,Volkswagen,Aktie,Europa,Automobil,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,ZURN.SW,Zurich Insurance,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.11-v1,A,Agilent Technologies,Aktie,USA,Health Care,true,A,S&P 500
2026.08.11-v1,AA,Alcoa,Aktie,USA,Materials,true,B,S&P MidCap 400
2026.08.11-v1,AAL,American Airlines Group,Aktie,USA,Industrials,true,B,Nasdaq Global Select Market; S&P MidCap 400
2026.08.11-v1,AAMI,Acadian Asset Management Inc.,Aktie,USA,Financials,true,C,S&P SmallCap 600
2026.08.11-v1,AAON,AAON,Aktie,USA,Industrials,true,B,Nasdaq Global Select Market; S&P MidCap 400
2026.08.11-v1,AAP,"Advance Auto Parts, Inc.",Aktie,USA,Consumer Discretionary,true,C,S&P SmallCap 600
2026.08.11-v1,AAPL,Apple,Aktie,USA,Technologie,true,A,Kuratiertes Prognoseuniversum; Nasdaq Global Select Market; S&P 500
2026.08.11-v1,AARD,"Aardvark Therapeutics, Inc.",Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,AAT,American Assets Trust,Aktie,USA,Real Estate,true,C,S&P SmallCap 600
2026.08.11-v1,ABBV,AbbVie,Aktie,USA,Gesundheit,true,A,Kuratiertes Prognoseuniversum; S&P 500
2026.08.11-v1,ABCB,Ameris Bancorp,Aktie,USA,Financials,true,C,S&P SmallCap 600
2026.08.11-v1,ABCL,AbCellera Biologics Inc.,Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,ABG,Asbury Automotive Group,Aktie,USA,Consumer Discretionary,true,C,S&P SmallCap 600
2026.08.11-v1,ABM,"ABM Industries, Inc.",Aktie,USA,Industrials,true,C,S&P SmallCap 600
2026.08.11-v1,ABNB,Airbnb,Aktie,USA,Reisen,true,A,Kuratiertes Prognoseuniversum; Nasdaq Global Select Market; S&P 500
2026.08.11-v1,ABOS,"Acumen Pharmaceuticals, Inc.",Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,ABR,Arbor Realty Trust,Aktie,USA,Financials,true,C,S&P SmallCap 600
2026.08.11-v1,ABSI,Absci Corporation,Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,ABT,Abbott Laboratories,Aktie,USA,Gesundheit,true,A,Kuratiertes Prognoseuniversum; S&P 500
2026.08.11-v1,ABUS,Arbutus Biopharma Corporation,Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,ACA,"Arcosa, Inc.",Aktie,USA,Industrials,true,C,S&P SmallCap 600
2026.08.11-v1,ACAD,Acadia Pharmaceuticals,Aktie,USA,Health Care,true,C,Nasdaq Global Select Market; S&P SmallCap 600
2026.08.11-v1,ACDC,ProFrac Holding Corp.,Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,ACGL,Arch Capital Group,Aktie,USA,Financials,true,A,Nasdaq Global Select Market; S&P 500
2026.08.11-v1,ACHC,Acadia Healthcare,Aktie,USA,Health Care,true,C,Nasdaq Global Select Market; S&P SmallCap 600
2026.08.11-v1,ACI,Albertsons,Aktie,USA,Consumer Staples,true,B,S&P MidCap 400
2026.08.11-v1,ACIW,ACI Worldwide,Aktie,USA,Information Technology,true,C,Nasdaq Global Select Market; S&P SmallCap 600
2026.08.11-v1,ACLS,"Axcelis Technologies, Inc.",Aktie,USA,Information Technology,true,C,Nasdaq Global Select Market; S&P SmallCap 600
2026.08.11-v1,ACM,AECOM,Aktie,USA,Industrials,true,B,S&P MidCap 400
2026.08.11-v1,ACMR,"ACM Research, Inc.",Aktie,USA,Information Technology,true,C,S&P SmallCap 600
2026.08.11-v1,ACN,Accenture,Aktie,USA,Information Technology,true,A,S&P 500
2026.08.11-v1,ACRS,"Aclaris Therapeutics, Inc.",Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,ACT,"Enact Holdings, Inc.",Aktie,USA,Financials,true,C,Nasdaq Global Select Market; S&P SmallCap 600
2026.08.11-v1,ACTG,Acacia Research Corporation,Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,ADAM,"Adamas Trust, Inc.",Aktie,USA,Real Estate,true,C,Nasdaq Global Select Market; S&P SmallCap 600
2026.08.11-v1,ADBE,Adobe,Aktie,USA,Software,true,A,Kuratiertes Prognoseuniversum; Nasdaq Global Select Market; S&P 500
2026.08.11-v1,ADC,Agree Realty,Aktie,USA,Real Estate,true,B,S&P MidCap 400
2026.08.11-v1,ADEA,"Adeia, Inc.",Aktie,USA,Information Technology,true,C,Nasdaq Global Select Market; S&P SmallCap 600
2026.08.11-v1,ADI,Analog Devices,Aktie,USA,Halbleiter,true,A,Kuratiertes Prognoseuniversum; Nasdaq Global Select Market; S&P 500
2026.08.11-v1,ADIG,ADI Global Distribution,Aktie,USA,Information Technology,true,C,S&P SmallCap 600
2026.08.11-v1,ADM,Archer Daniels Midland,Aktie,USA,Consumer Staples,true,A,S&P 500
2026.08.11-v1,ADMA,"ADMA Biologics, Inc.",Aktie,USA,Health Care,true,C,S&P SmallCap 600
2026.08.11-v1,ADNT,Adient,Aktie,USA,Consumer Discretionary,true,C,S&P SmallCap 600
2026.08.11-v1,ADP,Automatic Data Processing,Aktie,USA,Industrials,true,A,Nasdaq Global Select Market; S&P 500
2026.08.11-v1,ADPT,Adaptive Biotechnologies Corporation,Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,ADSK,Autodesk,Aktie,USA,Information Technology,true,A,Nasdaq Global Select Market; S&P 500
2026.08.11-v1,ADT,ADT Inc.,Aktie,USA,Consumer Discretionary,true,C,S&P SmallCap 600
2026.08.11-v1,ADTN,"ADTRAN Holdings, Inc.",Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,ADUS,Addus HomeCare Corp.,Aktie,USA,Health Care,true,C,Nasdaq Global Select Market; S&P SmallCap 600
2026.08.11-v1,ADV,Advantage Solutions Inc.,Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,AEBI,Aebi Schmidt Holding AG,Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,AEE,Ameren,Aktie,USA,Utilities,true,A,S&P 500
2026.08.11-v1,AEIS,Advanced Energy,Aktie,USA,Information Technology,true,B,Nasdaq Global Select Market; S&P MidCap 400
2026.08.11-v1,AEO,American Eagle Outfitters,Aktie,USA,Consumer Discretionary,true,C,S&P SmallCap 600
2026.08.11-v1,AEP,American Electric Power,Aktie,USA,Utilities,true,A,Nasdaq Global Select Market; S&P 500
2026.08.11-v1,AES,AES Corporation,Aktie,USA,Utilities,true,A,S&P 500
2026.08.11-v1,AESI,"Atlas Energy Solutions, Inc.",Aktie,USA,Energy,true,C,S&P SmallCap 600
2026.08.11-v1,AEVA,"Aeva Technologies, Inc.",Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,AFG,American Financial Group,Aktie,USA,Financials,true,B,S&P MidCap 400
2026.08.11-v1,AFL,Aflac,Aktie,USA,Financials,true,A,S&P 500
2026.08.11-v1,AFRM,"Affirm Holdings, Inc.",Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,AFYA,Afya Limited,Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,AGCO,AGCO,Aktie,USA,Industrials,true,B,S&P MidCap 400
2026.08.11-v1,AGIO,"Agios Pharmaceuticals, Inc.",Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,AGMB,AgomAb Therapeutics NV,Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,AGNC,AGNC Investment Corp.,Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,AGNT,"eXp World Holdings, Inc.",Aktie,USA,Real Estate,true,C,S&P SmallCap 600
2026.08.11-v1,AGO,Assured Guaranty Ltd.,Aktie,USA,Financials,true,C,S&P SmallCap 600
2026.08.11-v1,AGX,"Argan, Inc.",Aktie,USA,Industrials,true,C,S&P SmallCap 600
2026.08.11-v1,AGYS,"Agilysys, Inc.",Aktie,USA,Information Technology,true,C,Nasdaq Global Select Market; S&P SmallCap 600
2026.08.11-v1,AHCO,AdaptHealth Corp.,Aktie,USA,Health Care,true,C,S&P SmallCap 600
2026.08.11-v1,AHR,American Healthcare REIT,Aktie,USA,Real Estate,true,B,S&P MidCap 400
2026.08.11-v1,AIFU,AIFU Inc.,Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,AIG,American International Group,Aktie,USA,Financials,true,A,S&P 500
2026.08.11-v1,AIN,Albany International Corp.,Aktie,USA,Industrials,true,C,S&P SmallCap 600
2026.08.11-v1,AIR,AAR Corp.,Aktie,USA,Industrials,true,C,S&P SmallCap 600
2026.08.11-v1,AIT,Applied Industrial Technologies,Aktie,USA,Industrials,true,B,S&P MidCap 400
2026.08.11-v1,AIZ,Assurant,Aktie,USA,Financials,true,A,S&P 500
2026.08.11-v1,AJG,Arthur J. Gallagher & Co.,Aktie,USA,Financials,true,A,S&P 500
2026.08.11-v1,AKAM,Akamai Technologies,Aktie,USA,Information Technology,true,A,Nasdaq Global Select Market; S&P 500
2026.08.11-v1,AKR,Acadia Realty Trust,Aktie,USA,Real Estate,true,C,S&P SmallCap 600
2026.08.11-v1,AKTS,"Aktis Oncology, Inc.",Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,ALAB,"Astera Labs, Inc.",Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,ALB,Albemarle Corporation,Aktie,USA,Materials,true,A,S&P 500
2026.08.11-v1,ALCO,"Alico, Inc.",Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,ALEC,"Alector, Inc.",Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,ALG,Alamo Group,Aktie,USA,Industrials,true,C,S&P SmallCap 600
2026.08.11-v1,ALGM,Allegro MicroSystems,Aktie,USA,Information Technology,true,B,Nasdaq Global Select Market; S&P MidCap 400
2026.08.11-v1,ALGN,Align Technology,Aktie,USA,Health Care,true,A,Nasdaq Global Select Market; S&P 500
2026.08.11-v1,ALGT,Allegiant Travel Company,Aktie,USA,Industrials,true,C,Nasdaq Global Select Market; S&P SmallCap 600
2026.08.11-v1,ALHC,"Alignment Healthcare, Inc.",Aktie,USA,Health Care,true,C,Nasdaq Global Select Market; S&P SmallCap 600
2026.08.11-v1,ALK,Alaska Air Group,Aktie,USA,Industrials,true,B,S&P MidCap 400
2026.08.11-v1,ALKS,Alkermes plc,Aktie,USA,Health Care,true,C,Nasdaq Global Select Market; S&P SmallCap 600
2026.08.11-v1,ALKT,"Alkami Technology, Inc.",Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,ALL,Allstate,Aktie,USA,Financials,true,A,S&P 500
2026.08.11-v1,ALLE,Allegion,Aktie,USA,Industrials,true,A,S&P 500
2026.08.11-v1,ALLO,"Allogene Therapeutics, Inc.",Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,ALLT,Allot Ltd.,Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,ALLY,Ally Financial,Aktie,USA,Financials,true,B,S&P MidCap 400
2026.08.11-v1,ALMR,"Alamar Biosciences, Inc.",Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,ALMS,Alumis Inc.,Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,ALNY,"Alnylam Pharmaceuticals, Inc.",Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,ALRM,"Alarm.Com, Inc.",Aktie,USA,Financials,true,C,Nasdaq Global Select Market; S&P SmallCap 600
2026.08.11-v1,ALSN,Allison Transmission,Aktie,USA,Industrials,true,B,S&P MidCap 400
2026.08.11-v1,ALV,Autoliv,Aktie,USA,Consumer Discretionary,true,B,S&P MidCap 400
2026.08.11-v1,ALXO,ALX Oncology Holdings Inc.,Aktie,USA,Nasdaq Global Select,true,B,Nasdaq Global Select Market
2026.08.11-v1,AM,Antero Midstream,Aktie,USA,Energy,true,B,S&P MidCap 400
