version,ticker,name,asset_type,region,category,active,liquidity_class,source_group
2026.08.09-v1,3690.HK,Meituan,Aktie,Asien,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,3711.TW,ASE Technology,Aktie,Asien,Halbleiter,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,373220.KS,LG Energy Solution,Aktie,Asien,Energie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,4063.T,Shin Etsu Chemical,Aktie,Asien,Chemie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,4502.T,Takeda Pharmaceutical,Aktie,Asien,Gesundheit,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,4503.T,Astellas Pharma,Aktie,Asien,Gesundheit,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,4519.T,Chugai Pharmaceutical,Aktie,Asien,Gesundheit,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,6098.T,Recruit Holdings,Aktie,Asien,IT Services,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,6367.T,Daikin Industries,Aktie,Asien,Industrie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,6501.T,Hitachi,Aktie,Asien,Industrie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,6758.T,Sony Group,Aktie,Asien,Technologie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,6861.T,Keyence,Aktie,Asien,Industrie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,6954.T,Fanuc,Aktie,Asien,Industrie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,7203.T,Toyota Motor,Aktie,Asien,Automobil,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,7267.T,Honda Motor,Aktie,Asien,Automobil,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,7974.T,Nintendo,Aktie,Asien,Medien,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,8001.T,Itochu,Aktie,Asien,Industrie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,8035.T,Tokyo Electron,Aktie,Asien,Halbleiter,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,8058.T,Mitsubishi Corporation,Aktie,Asien,Industrie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,8306.T,Mitsubishi UFJ Financial,Aktie,Asien,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,9432.T,Nippon Telegraph and Telephone,Aktie,Asien,Telekommunikation,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,9618.HK,JD.com,Aktie,Asien,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,9866.HK,NIO,Aktie,Asien,Automobil,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,9888.HK,Baidu,Aktie,Asien,Technologie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,9983.T,Fast Retailing,Aktie,Asien,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,9984.T,SoftBank Group,Aktie,Asien,Technologie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,9988.HK,Alibaba Group,Aktie,Asien,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,9999.HK,NetEase,Aktie,Asien,Medien,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,BHARTIARTL.NS,Bharti Airtel,Aktie,Asien,Telekommunikation,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,HDFCBANK.NS,HDFC Bank,Aktie,Asien,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,ICICIBANK.NS,ICICI Bank,Aktie,Asien,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,INFY.NS,Infosys,Aktie,Asien,IT Services,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,LT.NS,Larsen and Toubro,Aktie,Asien,Infrastruktur,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,MARUTI.NS,Maruti Suzuki,Aktie,Asien,Automobil,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,RELIANCE.NS,Reliance Industries,Aktie,Asien,Konglomerat,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,SUNPHARMA.NS,Sun Pharmaceutical,Aktie,Asien,Gesundheit,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,TCS.NS,Tata Consultancy Services,Aktie,Asien,IT Services,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,ABBN.SW,ABB,Aktie,Europa,Industrie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,ADS.DE,adidas,Aktie,Europa,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,ADYEN.AS,Adyen,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,AIR.PA,Airbus,Aktie,Europa,Luftfahrt,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,ALV.DE,Allianz,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,ASML.AS,ASML,Aktie,Europa,Halbleiter,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,AZN.L,AstraZeneca,Aktie,Europa,Gesundheit,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,BARC.L,Barclays,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,BAS.DE,BASF,Aktie,Europa,Chemie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,BAYN.DE,Bayer,Aktie,Europa,Gesundheit,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,BEI.DE,Beiersdorf,Aktie,Europa,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,BMW.DE,BMW,Aktie,Europa,Automobil,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,BNP.PA,BNP Paribas,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,BP.L,BP,Aktie,Europa,Energie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,CAP.PA,Capgemini,Aktie,Europa,IT Services,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,CS.PA,AXA,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,DG.PA,Vinci,Aktie,Europa,Infrastruktur,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,DGE.L,Diageo,Aktie,Europa,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,DSV.CO,DSV,Aktie,Europa,Logistik,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,DTE.DE,Deutsche Telekom,Aktie,Europa,Telekommunikation,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,EL.PA,EssilorLuxottica,Aktie,Europa,Gesundheit,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,ENEL.MI,Enel,Aktie,Europa,Versorger,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,ENR.DE,Siemens Energy,Aktie,Europa,Energie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,GIVN.SW,Givaudan,Aktie,Europa,Chemie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,GSK.L,GSK,Aktie,Europa,Gesundheit,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,HEIA.AS,Heineken,Aktie,Europa,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,HEN3.DE,Henkel,Aktie,Europa,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,HSBA.L,HSBC,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,IBE.MC,Iberdrola,Aktie,Europa,Versorger,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,IFX.DE,Infineon,Aktie,Europa,Halbleiter,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,INGA.AS,ING Groep,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,ISP.MI,Intesa Sanpaolo,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,ITX.MC,Inditex,Aktie,Europa,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,KER.PA,Kering,Aktie,Europa,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,LLOY.L,Lloyds Banking Group,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,LSEG.L,London Stock Exchange Group,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,MAERSK-B.CO,AP Moller Maersk,Aktie,Europa,Logistik,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,MBG.DE,Mercedes Benz Group,Aktie,Europa,Automobil,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,MC.PA,LVMH,Aktie,Europa,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,NESN.SW,Nestle,Aktie,Europa,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,NOVN.SW,Novartis,Aktie,Europa,Gesundheit,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,NOVO-B.CO,Novo Nordisk,Aktie,Europa,Gesundheit,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,OR.PA,LOreal,Aktie,Europa,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,ORSTED.CO,Orsted,Aktie,Europa,Energie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,PHIA.AS,Philips,Aktie,Europa,Gesundheit,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,PRY.MI,Prysmian,Aktie,Europa,Industrie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,REL.L,RELX,Aktie,Europa,Medien,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,REP.MC,Repsol,Aktie,Europa,Energie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,RIO.L,Rio Tinto,Aktie,Europa,Grundstoffe,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,RMS.PA,Hermes,Aktie,Europa,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,ROP.SW,Roche,Aktie,Europa,Gesundheit,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,RR.L,Rolls Royce Holdings,Aktie,Europa,Industrie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,RWE.DE,RWE,Aktie,Europa,Energie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,SAF.PA,Safran,Aktie,Europa,Luftfahrt,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,SAN.MC,Banco Santander,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,SAN.PA,Sanofi,Aktie,Europa,Gesundheit,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,SAP.DE,SAP,Aktie,Europa,Software,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,SHEL.L,Shell,Aktie,Europa,Energie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,SIE.DE,Siemens,Aktie,Europa,Industrie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,SREN.SW,Swiss Re,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,STLAM.MI,Stellantis,Aktie,Europa,Automobil,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,SU.PA,Schneider Electric,Aktie,Europa,Industrie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,TTE.PA,TotalEnergies,Aktie,Europa,Energie,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,UBSG.SW,UBS Group,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,UCG.MI,UniCredit,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,ULVR.L,Unilever London,Aktie,Europa,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,UNA.AS,Unilever,Aktie,Europa,Konsum,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,VOW3.DE,Volkswagen,Aktie,Europa,Automobil,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,ZURN.SW,Zurich Insurance,Aktie,Europa,Finanzen,true,B,Kuratiertes Prognoseuniversum
2026.08.09-v1,A,Agilent Technologies,Aktie,USA,Health Care,true,A,S&P 500
2026.08.09-v1,AA,Alcoa,Aktie,USA,Materials,true,B,S&P MidCap 400
2026.08.09-v1,AAL,American Airlines Group,Aktie,USA,Industrials,true,B,S&P MidCap 400
2026.08.09-v1,AAMI,Acadian Asset Management Inc.,Aktie,USA,Financials,true,C,S&P SmallCap 600
2026.08.09-v1,AAON,AAON,Aktie,USA,Industrials,true,B,S&P MidCap 400
2026.08.09-v1,AAP,"Advance Auto Parts, Inc.",Aktie,USA,Consumer Discretionary,true,C,S&P SmallCap 600
2026.08.09-v1,AAPL,Apple,Aktie,USA,Technologie,true,A,Kuratiertes Prognoseuniversum; S&P 500
2026.08.09-v1,AAT,American Assets Trust,Aktie,USA,Real Estate,true,C,S&P SmallCap 600
2026.08.09-v1,ABBV,AbbVie,Aktie,USA,Gesundheit,true,A,Kuratiertes Prognoseuniversum; S&P 500
2026.08.09-v1,ABCB,Ameris Bancorp,Aktie,USA,Financials,true,C,S&P SmallCap 600
2026.08.09-v1,ABG,Asbury Automotive Group,Aktie,USA,Consumer Discretionary,true,C,S&P SmallCap 600
2026.08.09-v1,ABM,"ABM Industries, Inc.",Aktie,USA,Industrials,true,C,S&P SmallCap 600
2026.08.09-v1,ABNB,Airbnb,Aktie,USA,Reisen,true,A,Kuratiertes Prognoseuniversum; S&P 500
2026.08.09-v1,ABR,Arbor Realty Trust,Aktie,USA,Financials,true,C,S&P SmallCap 600
2026.08.09-v1,ABT,Abbott Laboratories,Aktie,USA,Gesundheit,true,A,Kuratiertes Prognoseuniversum; S&P 500
2026.08.09-v1,ACA,"Arcosa, Inc.",Aktie,USA,Industrials,true,C,S&P SmallCap 600
2026.08.09-v1,ACAD,Acadia Pharmaceuticals,Aktie,USA,Health Care,true,C,S&P SmallCap 600
2026.08.09-v1,ACGL,Arch Capital Group,Aktie,USA,Financials,true,A,S&P 500
2026.08.09-v1,ACHC,Acadia Healthcare,Aktie,USA,Health Care,true,C,S&P SmallCap 600
2026.08.09-v1,ACI,Albertsons,Aktie,USA,Consumer Staples,true,B,S&P MidCap 400
2026.08.09-v1,ACIW,ACI Worldwide,Aktie,USA,Information Technology,true,C,S&P SmallCap 600
2026.08.09-v1,ACLS,"Axcelis Technologies, Inc.",Aktie,USA,Information Technology,true,C,S&P SmallCap 600
2026.08.09-v1,ACM,AECOM,Aktie,USA,Industrials,true,B,S&P MidCap 400
2026.08.09-v1,ACMR,"ACM Research, Inc.",Aktie,USA,Information Technology,true,C,S&P SmallCap 600
2026.08.09-v1,ACN,Accenture,Aktie,USA,Information Technology,true,A,S&P 500
2026.08.09-v1,ACT,"Enact Holdings, Inc.",Aktie,USA,Financials,true,C,S&P SmallCap 600
2026.08.09-v1,ADAM,"Adamas Trust, Inc.",Aktie,USA,Real Estate,true,C,S&P SmallCap 600
2026.08.09-v1,ADBE,Adobe,Aktie,USA,Software,true,A,Kuratiertes Prognoseuniversum; S&P 500
2026.08.09-v1,ADC,Agree Realty,Aktie,USA,Real Estate,true,B,S&P MidCap 400
2026.08.09-v1,ADEA,"Adeia, Inc.",Aktie,USA,Information Technology,true,C,S&P SmallCap 600
2026.08.09-v1,ADI,Analog Devices,Aktie,USA,Halbleiter,true,A,Kuratiertes Prognoseuniversum; S&P 500
2026.08.09-v1,ADM,Archer Daniels Midland,Aktie,USA,Consumer Staples,true,A,S&P 500
2026.08.09-v1,ADMA,"ADMA Biologics, Inc.",Aktie,USA,Health Care,true,C,S&P SmallCap 600
2026.08.09-v1,ADNT,Adient,Aktie,USA,Consumer Discretionary,true,C,S&P SmallCap 600
2026.08.09-v1,ADP,Automatic Data Processing,Aktie,USA,Industrials,true,A,S&P 500
2026.08.09-v1,ADSK,Autodesk,Aktie,USA,Information Technology,true,A,S&P 500
2026.08.09-v1,ADT,ADT Inc.,Aktie,USA,Consumer Discretionary,true,C,S&P SmallCap 600
2026.08.09-v1,ADUS,Addus HomeCare Corp.,Aktie,USA,Health Care,true,C,S&P SmallCap 600
2026.08.09-v1,AEE,Ameren,Aktie,USA,Utilities,true,A,S&P 500
2026.08.09-v1,AEIS,Advanced Energy,Aktie,USA,Information Technology,true,B,S&P MidCap 400
2026.08.09-v1,AEO,American Eagle Outfitters,Aktie,USA,Consumer Discretionary,true,C,S&P SmallCap 600
2026.08.09-v1,AEP,American Electric Power,Aktie,USA,Utilities,true,A,S&P 500
2026.08.09-v1,AES,AES Corporation,Aktie,USA,Utilities,true,A,S&P 500
2026.08.09-v1,AESI,"Atlas Energy Solutions, Inc.",Aktie,USA,Energy,true,C,S&P SmallCap 600
2026.08.09-v1,AFG,American Financial Group,Aktie,USA,Financials,true,B,S&P MidCap 400
2026.08.09-v1,AFL,Aflac,Aktie,USA,Financials,true,A,S&P 500
2026.08.09-v1,AGCO,AGCO,Aktie,USA,Industrials,true,B,S&P MidCap 400
2026.08.09-v1,AGNT,"eXp World Holdings, Inc.",Aktie,USA,Real Estate,true,C,S&P SmallCap 600
2026.08.09-v1,AGO,Assured Guaranty Ltd.,Aktie,USA,Financials,true,C,S&P SmallCap 600
2026.08.09-v1,AGX,"Argan, Inc.",Aktie,USA,Industrials,true,C,S&P SmallCap 600
2026.08.09-v1,AGYS,"Agilysys, Inc.",Aktie,USA,Information Technology,true,C,S&P SmallCap 600
2026.08.09-v1,AHCO,AdaptHealth Corp.,Aktie,USA,Health Care,true,C,S&P SmallCap 600
2026.08.09-v1,AHR,American Healthcare REIT,Aktie,USA,Real Estate,true,B,S&P MidCap 400
2026.08.09-v1,AIG,American International Group,Aktie,USA,Financials,true,A,S&P 500
2026.08.09-v1,AIN,Albany International Corp.,Aktie,USA,Industrials,true,C,S&P SmallCap 600
2026.08.09-v1,AIR,AAR Corp.,Aktie,USA,Industrials,true,C,S&P SmallCap 600
2026.08.09-v1,AIT,Applied Industrial Technologies,Aktie,USA,Industrials,true,B,S&P MidCap 400
2026.08.09-v1,AIZ,Assurant,Aktie,USA,Financials,true,A,S&P 500
2026.08.09-v1,AJG,Arthur J. Gallagher & Co.,Aktie,USA,Financials,true,A,S&P 500
2026.08.09-v1,AKAM,Akamai Technologies,Aktie,USA,Information Technology,true,A,S&P 500
2026.08.09-v1,AKR,Acadia Realty Trust,Aktie,USA,Real Estate,true,C,S&P SmallCap 600
2026.08.09-v1,ALB,Albemarle Corporation,Aktie,USA,Materials,true,A,S&P 500
2026.08.09-v1,ALG,Alamo Group,Aktie,USA,Industrials,true,C,S&P SmallCap 600
2026.08.09-v1,ALGM,Allegro MicroSystems,Aktie,USA,Information Technology,true,B,S&P MidCap 400
2026.08.09-v1,ALGN,Align Technology,Aktie,USA,Health Care,true,A,S&P 500
2026.08.09-v1,ALGT,Allegiant Travel Company,Aktie,USA,Industrials,true,C,S&P SmallCap 600
2026.08.09-v1,ALHC,"Alignment Healthcare, Inc.",Aktie,USA,Health Care,true,C,S&P SmallCap 600
2026.08.09-v1,ALK,Alaska Air Group,Aktie,USA,Industrials,true,B,S&P MidCap 400
2026.08.09-v1,ALKS,Alkermes plc,Aktie,USA,Health Care,true,C,S&P SmallCap 600
2026.08.09-v1,ALL,Allstate,Aktie,USA,Financials,true,A,S&P 500
2026.08.09-v1,ALLE,Allegion,Aktie,USA,Industrials,true,A,S&P 500
2026.08.09-v1,ALLY,Ally Financial,Aktie,USA,Financials,true,B,S&P MidCap 400
2026.08.09-v1,ALRM,"Alarm.Com, Inc.",Aktie,USA,Financials,true,C,S&P SmallCap 600
2026.08.09-v1,ALSN,Allison Transmission,Aktie,USA,Industrials,true,B,S&P MidCap 400
2026.08.09-v1,ALV,Autoliv,Aktie,USA,Consumer Discretionary,true,B,S&P MidCap 400
2026.08.09-v1,AM,Antero Midstream,Aktie,USA,Energy,true,B,S&P MidCap 400
2026.08.09-v1,AMAT,Applied Materials,Aktie,USA,Halbleiter,true,A,Kuratiertes Prognoseuniversum; S&P 500
2026.08.09-v1,AMCR,Amcor,Aktie,USA,Materials,true,A,S&P 500
2026.08.09-v1,AMD,Advanced Micro Devices,Aktie,USA,Halbleiter,true,A,Kuratiertes Prognoseuniversum; S&P 500
2026.08.09-v1,AME,Ametek,Aktie,USA,Industrials,true,A,S&P 500
2026.08.09-v1,AMG,Affiliated Managers Group,Aktie,USA,Financials,true,B,S&P MidCap 400
2026.08.09-v1,AMGN,Amgen,Aktie,USA,Gesundheit,true,A,Kuratiertes Prognoseuniversum; S&P 500
2026.08.09-v1,AMH,American Homes 4 Rent,Aktie,USA,Real Estate,true,B,S&P MidCap 400
2026.08.09-v1,AMKR,Amkor Technology,Aktie,USA,Information Technology,true,B,S&P MidCap 400
2026.08.09-v1,AMN,"Amn Healthcare Services, Inc.",Aktie,USA,Health Care,true,C,S&P SmallCap 600
2026.08.09-v1,AMP,Ameriprise Financial,Aktie,USA,Financials,true,A,S&P 500
2026.08.09-v1,AMPH,"Amphstar Pharmaceuticals, Inc.",Aktie,USA,Health Care,true,C,S&P SmallCap 600
2026.08.09-v1,AMR,"Alpha Metallurgical Resources, Inc.",Aktie,USA,Materials,true,C,S&P SmallCap 600
2026.08.09-v1,AMRX,Amneal Pharmaceuticals,Aktie,USA,Health Care,true,C,S&P SmallCap 600
2026.08.09-v1,AMSF,"Amerisafe, Inc.",Aktie,USA,Financials,true,C,S&P SmallCap 600
2026.08.09-v1,AMT,American Tower,Aktie,USA,Real Estate,true,A,S&P 500
2026.08.09-v1,AMTM,Amentum,Aktie,USA,Industrials,true,C,S&P SmallCap 600
2026.08.09-v1,AMZN,Amazon,Aktie,USA,Konsum,true,A,Kuratiertes Prognoseuniversum; S&P 500
2026.08.09-v1,AN,AutoNation,Aktie,USA,Consumer Discretionary,true,B,S&P MidCap 400
2026.08.09-v1,ANDE,"The Andersons, Inc.",Aktie,USA,Consumer Staples,true,C,S&P SmallCap 600
2026.08.09-v1,ANET,Arista Networks,Aktie,USA,Information Technology,true,A,S&P 500
2026.08.09-v1,ANF,Abercrombie & Fitch,Aktie,USA,Consumer Discretionary,true,B,S&P MidCap 400
2026.08.09-v1,ANIP,"ANI Pharmaceuticals, Inc.",Aktie,USA,Health Care,true,C,S&P SmallCap 600
2026.08.09-v1,AON,Aon plc,Aktie,USA,Financials,true,A,S&P 500
2026.08.09-v1,AORT,Artivion,Aktie,USA,Health Care,true,C,S&P SmallCap 600
2026.08.09-v1,AOS,A. O. Smith,Aktie,USA,Industrials,true,A,S&P 500
2026.08.09-v1,AOSL,"Alpha and Omega Semiconductor, Ltd.",Aktie,USA,Information Technology,true,C,S&P SmallCap 600
2026.08.09-v1,APA,APA Corporation,Aktie,USA,Energy,true,A,S&P 500
2026.08.09-v1,APAM,"Artisan Partners Asset Management, Inc.",Aktie,USA,Financials,true,C,S&P SmallCap 600
2026.08.09-v1,APD,Air Products,Aktie,USA,Grundstoffe,true,A,Kuratiertes Prognoseuniversum; S&P 500
2026.08.09-v1,APG,APi Group,Aktie,USA,Industrials,true,B,S&P MidCap 400
2026.08.09-v1,APH,Amphenol,Aktie,USA,Information Technology,true,A,S&P 500
2026.08.09-v1,APLE,"Apple Hospitality REIT, Inc.",Aktie,USA,Real Estate,true,C,S&P SmallCap 600
2026.08.09-v1,APO,Apollo Global Management,Aktie,USA,Financials,true,A,S&P 500
2026.08.09-v1,APOG,"Apogee Enterprises, Inc.",Aktie,USA,Industrials,true,C,S&P SmallCap 600
2026.08.09-v1,APP,AppLovin,Aktie,USA,Communication Services,true,A,S&P 500
2026.08.09-v1,APPF,AppFolio,Aktie,USA,Information Technology,true,B,S&P MidCap 400
2026.08.09-v1,APTV,Aptiv,Aktie,USA,Consumer Discretionary,true,A,S&P 500
2026.08.09-v1,AR,Antero Resources,Aktie,USA,Energy,true,B,S&P MidCap 400
2026.08.09-v1,ARCB,ArcBest Corp.,Aktie,USA,Industrials,true,C,S&P SmallCap 600
2026.08.09-v1,ARE,Alexandria Real Estate Equities,Aktie,USA,Real Estate,true,A,S&P 500
2026.08.09-v1,ARES,Ares Management,Aktie,USA,Financials,true,A,S&P 500
2026.08.09-v1,ARLO,Arlo Technologies,Aktie,USA,Information Technology,true,C,S&P SmallCap 600
2026.08.09-v1,ARMK,Aramark,Aktie,USA,Consumer Discretionary,true,B,S&P MidCap 400
2026.08.09-v1,AROC,"Archrock, Inc.",Aktie,USA,Energy,true,C,S&P SmallCap 600
2026.08.09-v1,ARR,Armour Residential REIT,Aktie,USA,Real Estate,true,C,S&P SmallCap 600
